"term","yind","hour","time","coef","se","lb","ub"
"age",10.2575757575758,10.2575757575758,"10:15",1.74451453732427e-08,0.000114058135700261,-0.000223536500827138,0.000223571391117884
"age",10.489898989899,10.489898989899,"10:29",2.2048024266205e-08,0.00011373473703443,-0.000222898036563217,0.000222942132611749
"age",10.7222222222222,10.7222222222222,"10:43",2.66035008604605e-08,0.000113377510856935,-0.000222193317778732,0.000222246524780453
"age",10.9545454545455,10.9545454545455,"10:57",3.12602468816922e-08,0.000113166497955967,-0.000221775075746814,0.000221837596240578
"age",11.1868686868687,11.1868686868687,"11:11",3.61669340555827e-08,0.000113198458344263,-0.000221832811420699,0.000221905145288811
"age",11.4191919191919,11.4191919191919,"11:25",4.14722341078151e-08,0.000113459059343571,-0.00022233828407929,0.000222421228547506
"age",11.6515151515152,11.6515151515152,"11:39",4.73248187640721e-08,0.000113826923355411,-0.000223053444957842,0.00022314809459537
"age",11.8838383838384,11.8838383838384,"11:53",5.38733597500366e-08,0.000114108974154121,-0.000223599715982328,0.000223707462701828
"age",12.1161616161616,12.1161616161616,"12:07",6.12587105147945e-08,0.000114108974154121,-0.000223592330631563,0.000223714848052593
"age",12.3484848484848,12.3484848484848,"12:21",6.94419041457009e-08,0.000113826923355411,-0.00022303132787246,0.000223170211680751
"age",12.5808080808081,12.5808080808081,"12:35",7.82041533683808e-08,0.00011345905934357,-0.00022230155216003,0.000222457960466766
"age",12.8131313131313,12.8131313131313,"12:49",8.73188526318618e-08,0.000113198458344263,-0.000221781659502123,0.000221956297207387
"age",13.0454545454545,13.0454545454545,"13:03",9.65593963851715e-08,0.000113166497955967,-0.00022170977659731,0.000221902895390081
"age",13.2777777777778,13.2777777777778,"13:17",1.05699179077338e-07,0.000113377510856935,-0.000222114222100515,0.00022232562045867
"age",13.510101010101,13.510101010101,"13:31",1.14511595157389e-07,0.00011373473703443,-0.000222805572992325,0.00022303459618264
"age",13.7424242424242,13.7424242424242,"13:45",1.22770039074351e-07,0.00011405813570026,-0.000223431175933436,0.000223676716011585
"age",13.9747474747475,13.9747474747475,"13:58",1.30248429679621e-07,0.000114141462785977,-0.000223587018630836,0.000223847515490195
"age",14.2070707070707,14.2070707070707,"14:12",1.36784138511093e-07,0.000113913806240319,-0.000223134276092514,0.000223407844369537
"age",14.4393939393939,14.4393939393939,"14:26",1.4233777166308e-07,0.000113547680617533,-0.000222411116238701,0.000222695791782027
"age",14.6717171717172,14.6717171717172,"14:40",1.46884094093829e-07,0.000113245253187337,-0.000221813812153087,0.000222107580341274
"age",14.9040404040404,14.9040404040404,"14:54",1.50397870761583e-07,0.000113150287985163,-0.000221624166580157,0.00022192496232168
"age",15.1363636363636,15.1363636363636,"15:08",1.52853866624587e-07,0.000113305526807615,-0.000221925978676301,0.000222231686409551
"age",15.3686868686869,15.3686868686869,"15:22",1.54226846641087e-07,0.000113640584760021,-0.000222581319283,0.000222889772976282
"age",15.6010101010101,15.6010101010101,"15:36",1.54491575769325e-07,0.000113991997921041,-0.00022326982434947,0.000223578807501009
"age",15.8333333333333,15.8333333333333,"15:50",1.53622818967548e-07,0.000114152844117384,-0.000223585951651105,0.00022389319728904
"age",16.0656565656566,16.0656565656566,"16:04",1.51622305834973e-07,0.000113991998401155,-0.00022327269456043,0.000223575939172099
"age",16.2979797979798,16.2979797979798,"16:18",1.48599624534716e-07,0.00011364058571845,-0.000222586948383627,0.000222884147632696
"age",16.530303030303,16.530303030303,"16:32",1.44691327870866e-07,0.0001133055282376,-0.000221934144017825,0.000222223526673567
"age",16.7626262626263,16.7626262626263,"16:46",1.40033968647512e-07,0.000113150289872288,-0.000221634534181037,0.000221914602118332
"age",16.9949494949495,16.9949494949495,"17:00",1.34764099668742e-07,0.000113245255508953,-0.00022182593669788,0.000222095464897217
"age",17.2272727272727,17.2272727272727,"17:14",1.29018273738646e-07,0.00011354768334478,-0.00022242444108203,0.000222682477629508
"age",17.459595959596,17.459595959596,"17:28",1.22933043661312e-07,0.00011391380934197,-0.000223148133266601,0.000223393999353923
"age",17.6919191919192,17.6919191919192,"17:42",1.16644962240831e-07,0.000114141466232391,-0.000223600628853245,0.000223833918777726
"age",17.9242424242424,17.9242424242424,"17:55",1.10276028839983e-07,0.000114058139464769,-0.000223443677322106,0.000223664229379786
"age",18.1565656565657,18.1565656565657,"18:09",1.03821573980548e-07,0.000113734741086043,-0.000222816270954664,0.000223023914102625
"age",18.3888888888889,18.3888888888889,"18:23",9.72117072065967e-08,0.000113377515154162,-0.00022212271799495,0.000222317141409364
"age",18.6212121212121,18.6212121212121,"18:37",9.03759990458556e-08,0.000113166502446174,-0.000221715968795455,0.000221896720793547
"age",18.8535353535354,18.8535353535354,"18:51",8.32440200260505e-08,0.000113198462966524,-0.00022178574339436,0.000221952231434412
"age",19.0858585858586,19.0858585858586,"19:05",7.57453406749078e-08,0.000113459064034045,-0.000222304020166052,0.000222455510847402
"age",19.3181818181818,19.3181818181818,"19:19",6.78095315201536e-08,0.000113826928053193,-0.000223032969452737,0.000223168588515778
"age",19.5505050505051,19.5505050505051,"19:33",5.93661630895138e-08,0.000114108978805244,-0.000223594232295188,0.000223712964621367
"age",19.7828282828283,19.7828282828283,"19:47",5.03497794271287e-08,0.000114108978711734,-0.000223603248495572,0.000223703948054426
"age",20.0151515151515,20.0151515151515,"20:01",4.08093154546508e-08,0.000113826927769289,-0.000223059969112353,0.000223141587743262
"age",20.2474747474747,20.2474747474747,"20:15",3.09080969712462e-08,0.000113459063550366,-0.000222348856461745,0.000222410672655688
"age",20.479797979798,20.479797979798,"20:29",2.08144232924943e-08,0.000113198462269078,-0.000221848171624101,0.000221889800470686
"age",20.7121212121212,20.7121212121212,"20:43",1.06965937339747e-08,0.000113166501517614,-0.00022179564638079,0.000221817039568258
"age",20.9444444444444,20.9444444444444,"20:57",7.22907611266937e-10,0.000113377513974414,-0.000222219204482241,0.000222220650297463
"age",21.1767676767677,21.1767676767677,"21:11",-8.93833576004962e-09,0.000113734739632057,-0.000222929028014593,0.000222911151343073
"age",21.4090909090909,21.4090909090909,"21:25",-1.81188370643951e-08,0.000114058137709485,-0.000223572068747655,0.000223535831073526
"age",21.6414141414141,21.6414141414141,"21:38",-2.66513199102771e-08,0.000114141464143557,-0.000223743921041282,0.000223690618401461
"age",21.8737373737374,21.8737373737374,"21:52",-3.4492281720722e-08,0.000113913806889537,-0.000223305553785213,0.000223236569221772
"age",22.1060606060606,22.1060606060606,"22:06",-4.18386070791853e-08,0.000113547680519341,-0.000222595292424987,0.000222511615210828
"age",22.3383838383838,22.3383838383838,"22:20",-4.891479951947e-08,0.000113245252329226,-0.000222009609364803,0.000221911779765764
"age",22.5707070707071,22.5707070707071,"22:34",-5.59453625753789e-08,0.000113150286388796,-0.000221830506684615,0.000221718615959464
"age",22.8030303030303,22.8030303030303,"22:48",-6.31547997807151e-08,0.000113305524532442,-0.000222141982883368,0.000222015673283806
"age",23.0353535353535,23.0353535353535,"23:02",-7.07676146692812e-08,0.000113640581901123,-0.000222806308140871,0.000222664772911533
"age",23.2676767676768,23.2676767676768,"23:16",-7.90083107748801e-08,0.000113991994602164,-0.000223503317731016,0.000223345301109467
"age",23.5,23.5,"23:30",-8.81013916313147e-08,0.000114152840482076,-0.000223827668736499,0.000223651465953237
"male",0.5,0.5,"00:30",198.354754982979,29.4402174822657,140.651928717739,256.05758124822
"male",0.732323232323232,0.732323232323232,"00:44",198.354733858165,29.4402174131691,140.651907728353,256.057559987976
"male",0.964646464646465,0.964646464646465,"00:58",198.354712805396,29.4402172701999,140.651886955804,256.057538654987
"male",1.1969696969697,1.1969696969697,"01:12",198.354692293629,29.4402171393647,140.651866700474,256.057517886784
"male",1.42929292929293,1.42929292929293,"01:26",198.354672791821,29.4402170876793,140.651847299969,256.057498283672
"male",1.66161616161616,1.66161616161616,"01:40",198.354654768928,29.4402171432062,140.651829168244,256.057480369613
"male",1.89393939393939,1.89393939393939,"01:54",198.354638693908,29.4402172873767,140.65181281065,256.057464577167
"male",2.12626262626263,2.12626262626263,"02:08",198.354625035717,29.440217459597,140.651798814907,256.057451256527
"male",2.35858585858586,2.35858585858586,"02:22",198.354614263312,29.4402175741408,140.651787817996,256.057440708628
"male",2.59090909090909,2.59090909090909,"02:35",198.354606789845,29.440217557288,140.651780377561,256.05743320213
"male",2.82323232323232,2.82323232323232,"02:49",198.354602542775,29.4402174388098,140.651776362708,256.057428722843
"male",3.05555555555556,3.05555555555556,"03:03",198.354601199478,29.4402173057234,140.65177528026,256.057427118696
"male",3.28787878787879,3.28787878787879,"03:17",198.354602435263,29.4402172332677,140.651776658058,256.057428212468
"male",3.52020202020202,3.52020202020202,"03:31",198.354605925439,29.440217261567,140.651780092768,256.057431758111
"male",3.75252525252525,3.75252525252525,"03:45",198.354611345316,29.4402173848819,140.651785270948,256.057437419685
"male",3.98484848484848,3.98484848484848,"03:59",198.354618370203,29.440217553145,140.651791966039,256.057444774367
"male",4.21717171717172,4.21717171717172,"04:13",198.354626675409,29.4402176857811,140.651800011278,256.05745333954
"male",4.44949494949495,4.44949494949495,"04:27",198.354635943002,29.4402177001775,140.651809250654,256.05746263535
"male",4.68181818181818,4.68181818181818,"04:41",198.354646010482,29.4402175963834,140.65181952157,256.057472499393
"male",4.91414141414141,4.91414141414141,"04:55",198.354656870782,29.4402174571106,140.651830654845,256.057483086719
"male",5.14646464646465,5.14646464646465,"05:09",198.354668523595,29.4402173630327,140.651842492051,256.057494555139
"male",5.37878787878788,5.37878787878788,"05:23",198.354680968611,29.4402173643161,140.651854934552,256.057507002671
"male",5.61111111111111,5.61111111111111,"05:37",198.354694205524,29.4402174667989,140.651867970598,256.05752044045
"male",5.84343434343434,5.84343434343434,"05:51",198.354708234023,29.4402176304555,140.651881678331,256.057534789716
"male",6.07575757575758,6.07575757575758,"06:05",198.354723053802,29.4402177801459,140.651896204716,256.057549902888
"male",6.30808080808081,6.30808080808081,"06:18",198.354738664474,29.4402178289487,140.651911719734,256.057565609213
"male",6.54040404040404,6.54040404040404,"06:32",198.354755056256,29.4402177468514,140.651928272427,256.057581840084
"male",6.77272727272727,6.77272727272727,"06:46",198.354772201117,29.4402176066768,140.65194569203,256.057598710204
"male",7.00505050505051,7.00505050505051,"07:00",198.354790068929,29.440217493179,140.651963782298,256.05761635556
"male",7.23737373737374,7.23737373737374,"07:14",198.354808629564,29.4402174659789,140.651982396246,256.057634862883
"male",7.46969696969697,7.46969696969697,"07:28",198.354827852894,29.4402175426729,140.652001469255,256.057654236533
"male",7.7020202020202,7.7020202020202,"07:42",198.35484770879,29.4402176942258,140.652021028108,256.057674389473
"male",7.93434343434343,7.93434343434343,"07:56",198.354868167125,29.4402178526491,140.652041175933,256.057695158317
"male",8.16666666666667,8.16666666666667,"08:10",198.35488919777,29.4402179309638,140.652062053081,256.057716342459
"male",8.3989898989899,8.3989898989899,"08:24",198.354910744884,29.4402178737646,140.652083712305,256.057737777462
"male",8.63131313131313,8.63131313131313,"08:38",198.354932649769,29.4402177364309,140.652105886365,256.057759413174
"male",8.86363636363636,8.86363636363636,"08:52",198.354954728017,29.4402176059159,140.652128220421,256.057781235612
"male",9.0959595959596,9.0959595959596,"09:06",198.354976795216,29.4402175501824,140.652150396858,256.057803193573
"male",9.32828282828283,9.32828282828283,"09:20",198.354998666957,29.4402175982397,140.652172174407,256.057825159507
"male",9.56060606060606,9.56060606060606,"09:34",198.355020158829,29.4402177324656,140.652193403197,256.057846914462
"male",9.79292929292929,9.79292929292929,"09:48",198.355041086424,29.4402178932133,140.652214015726,256.057868157122
"male",10.0252525252525,10.0252525252525,"10:02",198.355061265329,29.4402179957029,140.652233993752,256.057888536907
"male",10.2575757575758,10.2575757575758,"10:15",198.355080545902,29.4402179670832,140.652253330419,256.057907761386
"male",10.489898989899,10.489898989899,"10:29",198.355099081092,29.4402178373163,140.652272119952,256.057926042232
"male",10.7222222222222,10.7222222222222,"10:43",198.355117179651,29.4402176932616,140.652290500858,256.057943858444
"male",10.9545454545455,10.9545454545455,"10:57",198.355135151619,29.440217609997,140.652308636025,256.057961667214
"male",11.1868686868687,11.1868686868687,"11:11",198.355153307037,29.440217627486,140.652326757165,256.05797985691
"male",11.4191919191919,11.4191919191919,"11:25",198.355171955945,29.4402177398285,140.652345185881,256.057998726009
"male",11.6515151515152,11.6515151515152,"11:39",198.355191408382,29.4402178967962,140.652364330662,256.058018486103
"male",11.8838383838384,11.8838383838384,"11:53",198.35521197439,29.4402180176532,140.65238465979,256.05803928899
"male",12.1161616161616,12.1161616161616,"12:07",198.355233944267,29.4402180196306,140.652406625791,256.058061262743
"male",12.3484848484848,12.3484848484848,"12:21",198.355257154282,29.4402179027299,140.652430064931,256.058084243632
"male",12.5808080808081,12.5808080808081,"12:35",198.355280986668,29.4402177497233,140.65245419721,256.058107776126
"male",12.8131313131313,12.8131313131313,"12:49",198.355304803921,29.4402176413498,140.652478226876,256.058131380967
"male",13.0454545454545,13.0454545454545,"13:03",198.355327968536,29.4402176278408,140.652501417968,256.058154519104
"male",13.2777777777778,13.2777777777778,"13:17",198.355349843007,29.4402177150997,140.652523121411,256.058176564602
"male",13.510101010101,13.510101010101,"13:31",198.355369789828,29.4402178631661,140.652542778022,256.058196801633
"male",13.7424242424242,13.7424242424242,"13:45",198.355387171494,29.4402179969652,140.652559897442,256.058214445545
"male",13.9747474747475,13.9747474747475,"13:58",198.355401352562,29.4402180296408,140.652574014466,256.058228690658
"male",14.2070707070707,14.2070707070707,"14:12",198.355411947183,29.440217931229,140.652584801974,256.058239092392
"male",14.4393939393939,14.4393939393939,"14:26",198.355419054254,29.4402177745702,140.652592216097,256.058245892412
"male",14.6717171717172,14.6717171717172,"14:40",198.355422828367,29.4402176444322,140.65259624528,256.058249411454
"male",14.9040404040404,14.9040404040404,"14:54",198.355423424112,29.4402176004497,140.652596927231,256.058249920993
"male",15.1363636363636,15.1363636363636,"15:08",198.355420996082,29.4402176602329,140.652594382025,256.058247610138
"male",15.3686868686869,15.3686868686869,"15:22",198.355415698867,29.4402177947605,140.652588821137,256.058242576598
"male",15.6010101010101,15.6010101010101,"15:36",198.355407687061,29.4402179360576,140.652580532388,256.058234841734
"male",15.8333333333333,15.8333333333333,"15:50",198.355397115253,29.4402179971591,140.652569840821,256.058224389684
"male",16.0656565656566,16.0656565656566,"16:04",198.355384188333,29.4402179226702,140.652557059899,256.058211316767
"male",16.2979797979798,16.2979797979798,"16:18",198.355369312381,29.440217767968,140.652542487164,256.058196137598
"male",16.530303030303,16.530303030303,"16:32",198.355352943776,29.4402176199999,140.652526408576,256.058179478975
"male",16.7626262626263,16.7626262626263,"16:46",198.355335538893,29.4402175467233,140.652509147316,256.058161930471
"male",16.9949494949495,16.9949494949495,"17:00",198.355317554112,29.4402175771416,140.652491102914,256.05814400531
"male",17.2272727272727,17.2272727272727,"17:14",198.35529944581,29.4402176936272,140.6524727663,256.058126125319
"male",17.459595959596,17.459595959596,"17:28",198.355281670364,29.4402178365276,140.652454710769,256.058108629958
"male",17.6919191919192,17.6919191919192,"17:42",198.355264684152,29.4402179210573,140.652437558879,256.058091809424
"male",17.9242424242424,17.9242424242424,"17:55",198.355248880767,29.4402178743631,140.652421847015,256.058075914518
"male",18.1565656565657,18.1565656565657,"18:09",198.35523410734,29.4402177264375,140.652407363522,256.058060851158
"male",18.3888888888889,18.3888888888889,"18:23",198.355219929634,29.4402175641869,140.652393503827,256.05804635544
"male",18.6212121212121,18.6212121212121,"18:37",198.355205911084,29.4402174627362,140.652379684122,256.058032138047
"male",18.8535353535354,18.8535353535354,"18:51",198.355191615129,29.440217462096,140.652365389421,256.058017840837
"male",19.0858585858586,19.0858585858586,"19:05",198.355176605204,29.4402175564134,140.652350194634,256.058003015774
"male",19.3181818181818,19.3181818181818,"19:19",198.355160444746,29.440217695507,140.652333761552,256.057987127939
"male",19.5505050505051,19.5505050505051,"19:33",198.355142697191,29.4402177986883,140.652315811762,256.05796958262
"male",19.7828282828283,19.7828282828283,"19:47",198.355122943683,29.4402177832299,140.652296088552,256.057949798814
"male",20.0151515151515,20.0151515151515,"20:01",198.355101172585,29.440217649054,140.652274580439,256.057927764731
"male",20.2474747474747,20.2474747474747,"20:15",198.355077779486,29.4402174787321,140.652251521171,256.057904037801
"male",20.479797979798,20.479797979798,"20:29",198.35505317768,29.4402173527971,140.652227166198,256.057879189162
"male",20.7121212121212,20.7121212121212,"20:43",198.35502778046,29.4402173212743,140.652201830762,256.057853730157
"male",20.9444444444444,20.9444444444444,"20:57",198.355002001118,29.4402173898611,140.652175916991,256.057828085246
"male",21.1767676767677,21.1767676767677,"21:11",198.35497625295,29.4402175183911,140.652149916903,256.057802588997
"male",21.4090909090909,21.4090909090909,"21:25",198.354950949248,29.4402176315835,140.652124391344,256.057777507152
"male",21.6414141414141,21.6414141414141,"21:38",198.354926501735,29.4402176423792,140.652099922672,256.057753080798
"male",21.8737373737374,21.8737373737374,"21:52",198.354903132144,29.4402175210092,140.652076790966,256.057729473322
"male",22.1060606060606,22.1060606060606,"22:06",198.354880693216,29.4402173412813,140.652054704305,256.057706682128
"male",22.3383838383838,22.3383838383838,"22:20",198.354858995298,29.4402171890192,140.65203330482,256.057684685776
"male",22.5707070707071,22.5707070707071,"22:34",198.354837848736,29.4402171249137,140.652012283905,256.057663413567
"male",22.8030303030303,22.8030303030303,"22:48",198.354817063876,29.4402171676313,140.651991415319,256.057642712434
"male",23.0353535353535,23.0353535353535,"23:02",198.354796451066,29.4402172892066,140.651970564221,256.057622337911
"male",23.2676767676768,23.2676767676768,"23:16",198.354775820652,29.4402174227211,140.651949672118,256.057601969185
"male",23.5,23.5,"23:30",198.354754982979,29.4402174822657,140.651928717739,256.05758124822
"education",0.5,0.5,"00:30",-22.2027166144756,13.0348993462326,-47.7511193330914,3.34568610414027
"education",0.732323232323232,0.732323232323232,"00:44",-22.2027166526643,13.0348993457216,-47.7511193702787,3.34568606495006
"education",0.964646464646465,0.964646464646465,"00:58",-22.2027166997977,13.0348993446228,-47.7511194152584,3.34568601566297
"education",1.1969696969697,1.1969696969697,"01:12",-22.2027167501987,13.0348993436179,-47.7511194636897,3.34568596329234
"education",1.42929292929293,1.42929292929293,"01:26",-22.2027167981901,13.034899343238,-47.7511195109367,3.34568591455637
"education",1.66161616161616,1.66161616161616,"01:40",-22.2027168380951,13.0348993437055,-47.7511195517579,3.34568587556775
"education",1.89393939393939,1.89393939393939,"01:54",-22.2027168642364,13.0348993448728,-47.7511195801872,3.34568585171435
"education",2.12626262626263,2.12626262626263,"02:08",-22.2027168709371,13.0348993462591,-47.751119589605,3.34568584773085
"education",2.35858585858586,2.35858585858586,"02:22",-22.20271685252,13.0348993471843,-47.7511195730012,3.34568586796124
"education",2.59090909090909,2.59090909090909,"02:35",-22.2027168038812,13.0348993470634,-47.7511195241255,3.34568591636312
"education",2.82323232323232,2.82323232323232,"02:49",-22.2027167249051,13.0348993461328,-47.7511194433253,3.34568599351513
"education",3.05555555555556,3.05555555555556,"03:03",-22.2027166180442,13.0348993450826,-47.7511193344061,3.34568609831766
"education",3.28787878787879,3.28787878787879,"03:17",-22.2027164857726,13.0348993445099,-47.7511192010121,3.34568622946679
"education",3.52020202020202,3.52020202020202,"03:31",-22.2027163305642,13.0348993447332,-47.7511190462413,3.34568638511281
"education",3.75252525252525,3.75252525252525,"03:45",-22.2027161548929,13.0348993457071,-47.7511188724789,3.34568656269309
"education",3.98484848484848,3.98484848484848,"03:59",-22.2027159612326,13.034899347035,-47.7511186814213,3.34568675895602
"education",4.21717171717172,4.21717171717172,"04:13",-22.2027157520573,13.0348993480781,-47.7511184742904,3.34568697017576
"education",4.44949494949495,4.44949494949495,"04:27",-22.2027155299072,13.0348993481815,-47.7511182523429,3.34568719252845
"education",4.68181818181818,4.68181818181818,"04:41",-22.2027152988487,13.0348993473457,-47.7511180196463,3.34568742194885
"education",4.91414141414141,4.91414141414141,"04:55",-22.2027150644743,13.0348993462268,-47.7511177830788,3.34568765413032
"education",5.14646464646465,5.14646464646465,"05:09",-22.2027148324426,13.0348993454647,-47.7511175495533,3.34568788466821
"education",5.37878787878788,5.37878787878788,"05:23",-22.2027146084124,13.0348993454572,-47.7511173255085,3.34568810868363
"education",5.61111111111111,5.61111111111111,"05:37",-22.2027143980427,13.0348993462507,-47.751117116694,3.34568832060871
"education",5.84343434343434,5.84343434343434,"05:51",-22.202714206992,13.0348993475279,-47.7511169281467,3.34568851416268
"education",6.07575757575758,6.07575757575758,"06:05",-22.2027140409192,13.0348993486929,-47.7511167643574,3.34568868251895
"education",6.30808080808081,6.30808080808081,"06:18",-22.2027139054556,13.0348993490566,-47.7511166296066,3.34568881869532
"education",6.54040404040404,6.54040404040404,"06:32",-22.202713802907,13.034899348381,-47.7511165257336,3.34568891991972
"education",6.77272727272727,6.77272727272727,"06:46",-22.2027137291203,13.0348993472437,-47.7511164497179,3.34568899147736
"education",7.00505050505051,7.00505050505051,"07:00",-22.2027136792006,13.0348993463171,-47.7511163979821,3.34568903958094
"education",7.23737373737374,7.23737373737374,"07:14",-22.2027136482529,13.0348993460742,-47.7511163665583,3.34568907005254
"education",7.46969696969697,7.46969696969697,"07:28",-22.2027136313822,13.0348993466547,-47.7511163508254,3.345689088061
"education",7.7020202020202,7.7020202020202,"07:42",-22.2027136236934,13.0348993478285,-47.7511163454372,3.34568909805033
"education",7.93434343434343,7.93434343434343,"07:56",-22.2027136202917,13.0348993490565,-47.7511163444425,3.3456891038591
"education",8.16666666666667,8.16666666666667,"08:10",-22.2027136162819,13.0348993496493,-47.7511163415945,3.34568910903067
"education",8.3989898989899,8.3989898989899,"08:24",-22.2027136078379,13.0348993491675,-47.7511163322061,3.34568911653038
"education",8.63131313131313,8.63131313131313,"08:38",-22.2027135954084,13.0348993480504,-47.7511163175872,3.34568912677044
"education",8.86363636363636,8.86363636363636,"08:52",-22.202713580511,13.0348993469878,-47.7511163006071,3.34568913958502
"education",9.0959595959596,9.0959595959596,"09:06",-22.2027135646634,13.0348993465186,-47.7511162838399,3.34568915451312
"education",9.32828282828283,9.32828282828283,"09:20",-22.2027135493831,13.0348993468731,-47.7511162692544,3.34568917048826
"education",9.56060606060606,9.56060606060606,"09:34",-22.2027135361876,13.0348993479116,-47.7511162580944,3.34568918571915
"education",9.79292929292929,9.79292929292929,"09:48",-22.2027135265947,13.0348993491612,-47.7511162509506,3.34568919776126
"education",10.0252525252525,10.0252525252525,"10:02",-22.2027135221218,13.0348993499496,-47.7511162480229,3.34568920377942
"education",10.2575757575758,10.2575757575758,"10:15",-22.2027135240738,13.0348993496992,-47.7511162494841,3.34568920133658
"education",10.489898989899,10.489898989899,"10:29",-22.2027135319041,13.0348993486476,-47.7511162552533,3.34568919144511
"education",10.7222222222222,10.7222222222222,"10:43",-22.2027135441128,13.0348993474836,-47.7511162651807,3.34568917695505
"education",10.9545454545455,10.9545454545455,"10:57",-22.2027135591922,13.0348993468027,-47.7511162789256,3.34568916054116
"education",11.1868686868687,11.1868686868687,"11:11",-22.2027135756344,13.0348993469219,-47.7511162956013,3.3456891443324
"education",11.4191919191919,11.4191919191919,"11:25",-22.2027135919317,13.0348993477942,-47.7511163136083,3.34568912974484
"education",11.6515151515152,11.6515151515152,"11:39",-22.2027136065763,13.0348993490213,-47.7511163306581,3.34568911750555
"education",11.8838383838384,11.8838383838384,"11:53",-22.2027136180604,13.0348993499631,-47.7511163439881,3.34568910786738
"education",12.1161616161616,12.1161616161616,"12:07",-22.2027136249259,13.0348993499631,-47.7511163508536,3.34568910100182
"education",12.3484848484848,12.3484848484848,"12:21",-22.2027136268594,13.0348993490213,-47.7511163509412,3.34568909722244
"education",12.5808080808081,12.5808080808081,"12:35",-22.2027136246917,13.0348993477942,-47.7511163463683,3.3456890969848
"education",12.8131313131313,12.8131313131313,"12:49",-22.2027136193037,13.0348993469218,-47.7511163392705,3.34568910066314
"education",13.0454545454545,13.0454545454545,"13:03",-22.2027136115759,13.0348993468027,-47.7511163313092,3.34568910815748
"education",13.2777777777778,13.2777777777778,"13:17",-22.202713602389,13.0348993474836,-47.7511163234569,3.34568911867883
"education",13.510101010101,13.510101010101,"13:31",-22.2027135926238,13.0348993486475,-47.751116315973,3.34568913072532
"education",13.7424242424242,13.7424242424242,"13:45",-22.202713583161,13.0348993496991,-47.7511163085713,3.34568914224925
"education",13.9747474747475,13.9747474747475,"13:58",-22.2027135748821,13.0348993499496,-47.7511163007832,3.34568915101903
"education",14.2070707070707,14.2070707070707,"14:12",-22.2027135687635,13.0348993491612,-47.7511162931194,3.3456891555924
"education",14.4393939393939,14.4393939393939,"14:26",-22.2027135659661,13.0348993479116,-47.7511162878729,3.34568915594059
"education",14.6717171717172,14.6717171717172,"14:40",-22.2027135676723,13.0348993468731,-47.7511162875436,3.34568915219902
"education",14.9040404040404,14.9040404040404,"14:54",-22.202713575064,13.0348993465186,-47.7511162942405,3.34568914411245
"education",15.1363636363636,15.1363636363636,"15:08",-22.2027135893236,13.0348993469878,-47.7511163094196,3.34568913077245
"education",15.3686868686869,15.3686868686869,"15:22",-22.202713611633,13.0348993480504,-47.7511163338118,3.34568911054575
"education",15.6010101010101,15.6010101010101,"15:36",-22.2027136431746,13.0348993491675,-47.7511163675429,3.3456890811936
"education",15.8333333333333,15.8333333333333,"15:50",-22.2027136851305,13.0348993496493,-47.7511164104431,3.34568904018207
"education",16.0656565656566,16.0656565656566,"16:04",-22.2027137384436,13.0348993490565,-47.7511164625944,3.34568898570717
"education",16.2979797979798,16.2979797979798,"16:18",-22.2027138031002,13.0348993478285,-47.751116524844,3.34568891864356
"education",16.530303030303,16.530303030303,"16:32",-22.2027138788474,13.0348993466547,-47.7511165982906,3.34568884059584
"education",16.7626262626263,16.7626262626263,"16:46",-22.202713965432,13.0348993460742,-47.7511166837375,3.34568875287342
"education",16.9949494949495,16.9949494949495,"17:00",-22.2027140626013,13.0348993463171,-47.7511167813829,3.34568865618024
"education",17.2272727272727,17.2272727272727,"17:14",-22.2027141701023,13.0348993472437,-47.7511168906999,3.3456885504954
"education",17.459595959596,17.459595959596,"17:28",-22.2027142876819,13.034899348381,-47.7511170105086,3.34568843514482
"education",17.6919191919192,17.6919191919192,"17:42",-22.2027144150873,13.0348993490566,-47.7511171392382,3.34568830906373
"education",17.9242424242424,17.9242424242424,"17:55",-22.2027145519363,13.034899348693,-47.7511172753745,3.34568817150187
"education",18.1565656565657,18.1565656565657,"18:09",-22.2027146967239,13.0348993475279,-47.7511174178786,3.34568802443077
"education",18.3888888888889,18.3888888888889,"18:23",-22.2027148473665,13.0348993462507,-47.7511175660179,3.34568787128487
"education",18.6212121212121,18.6212121212121,"18:37",-22.2027150017758,13.0348993454572,-47.7511177188719,3.34568771532027
"education",18.8535353535354,18.8535353535354,"18:51",-22.2027151578635,13.0348993454647,-47.7511178749743,3.34568755924728
"education",19.0858585858586,19.0858585858586,"19:05",-22.2027153135413,13.0348993462268,-47.7511180321459,3.34568740506329
"education",19.3181818181818,19.3181818181818,"19:19",-22.2027154667209,13.0348993473457,-47.7511181875184,3.34568725407673
"education",19.5505050505051,19.5505050505051,"19:33",-22.2027156153139,13.0348993481815,-47.7511183377496,3.34568710712177
"education",19.7828282828283,19.7828282828283,"19:47",-22.2027157572527,13.0348993480781,-47.7511184794858,3.34568696498037
"education",20.0151515151515,20.0151515151515,"20:01",-22.2027158909423,13.034899347035,-47.7511186111309,3.34568682924635
"education",20.2474747474747,20.2474747474747,"20:15",-22.2027160152606,13.0348993457071,-47.7511187328466,3.34568670232538
"education",20.479797979798,20.479797979798,"20:29",-22.2027161291061,13.0348993447332,-47.7511188447831,3.34568658657091
"education",20.7121212121212,20.7121212121212,"20:43",-22.2027162313773,13.0348993445099,-47.7511189466167,3.34568648386216
